Gudian Etymological Work
Ἐτυμολογικὸν τὸ Γουδιανόν
by Gudian Etymological Work
eul_wid: xib-aa    eul_aid: xib

Period  Byzantine
Domain  Lexicography
Format  Collection

Text
----

α 1	Ἀάλιον · ἄπληκτον
α 1143	Ἀσπίς · ὄνομα προσηγορικὸν ἐκ τοῦ σπίζω. τὸ δὲ σπίζω ἐκ τοῦ σπῶ, τὸ ἐκτείνω καὶ μηκύνω, σπίζω, σπίσω, σπίς καὶ μετὰ τοῦ στε ρητικοῦ α ἀσπίς, οἱονεὶ τὸ μὴ εἰς μῆκος ἐκτεταμένον, ἀλλ’ εἰς περιφέρειαν κεκυκλωμένον. ἢ παρὰ τὸ ἀσπαστὸν εἶναι τοῖς φοροῦσιν, ἐξ οὗ καὶ ῥίψασπις
α 1144	Ἀσπίς · παρὰ σπῶ, τὸ ἐκτείνω. στερητικὸν δὲ τὸ α. καὶ κλίνεται ἀσπίδος. ὁ κανών· τὰ εἰς ις ὀνόματα, εἴτε ἁπλᾶ εἴτε σύνθετα, ἔχοντα τὸ π διὰ τοῦ δος κλίνεται· ἁπλᾶ μέν, οἷον κρηπίς κρηπῖδος· σύνθετα δέ, οἷον ῥίψασπις ῥιψάσπιδος. Γεωργίου τοῦ Χοιροβοσκοῦ
α 1145	Ἀσπόρως · ἐκ τοῦ ἄσπορος
α 1146	Ἄσσω · εἰς τὸ Ἄγη ξίφος καὶ Ἀσύφηλον καὶ Ἄιττειν
α 1147	Ἄσσων · εἰς τὸ Ἐπασσύτερος
α 1148	Ἀστάρτη · ἔστιν ὄνομα εἰδώλου· λέγεται δὲ ἀπὸ μεταφορᾶς τοῦ ἄστρου· ἄστρον γὰρ ἐν τῷ οὐρανῷ ἀνάπλασμα, ἀφ’ οὗ τὸ εἶδος καλεῖται ἔχον ὄνομα ἄστρου. λοιπὸν παρὰ τὸ ἄστρον ἀστράτη καὶ ἐν ὑπερβιβασμῷ Ἀστάρτη
α 1149	Ἀστεῖος · ὁ ἐν ἄστει διατρίβων· λέγεται δὲ καὶ ὁ διὰ ἦθος χρηστὸν ἐπαινούμενος, ὡς ἦν τὸ παιδίον ἀστεῖον τῷ θεῷ.“ λέγεται δὲ καὶ ὁ γελωτοποιός
α 1150	Ἀστεμφές Β · ἐκ τοῦ στρέφω στρεφής, καὶ μετὰ τοῦ στερητικοῦ α ἀστρεφής, καὶ ἐν ὑπερβιβασμῷ καὶ μεταθέσει τοῦ ρ εἰς μ ἀστεμφής
α 1151	Ἀστεροπή · παρὰ τὸ στερίσκειν τοὺς ὦπας τοῦ ὁρᾶν διὰ τῆς ἀντιτυπούσης λαμπηδόνοσ
α 1152	Ἀστέρος · εἰς τὸ Ἄστρον
α 1153	Ἀστήρ · παρὰ τὸ ἄστατον ἔχειν τὸν δρόμον. ἢ παρὰ τὸ ἵστημι στήσω, στήρ καὶ ἀστήρ, ὁ μὴ ἱστάμενοσ. κλίνεται δὲ ἀστήρ ἀστέρος· σεσημείωται, ὡς καὶ τὸ πατέρος
α 1154	Ἀστίβητος · ἀπάτητος ἢ ἀδιάβατος· ἀπὸ τοῦ στείβω ὁ δεύτερος μέλλων στιβῶ, καὶ μετάγεται εἰς ἐνεστῶτα καὶ γίνεται στιβῶ, στιβήσω, ἐστίβηκα, ἐστίβημαι, ἐστίβηται, στιβητός καὶ ἀστίβητος μετὰ τοῦ στερητικοῦ α. τὸ δὲ στείβω παρὰ τὸ στῶ στείβω· συντάσσεται μετὰ αἰτιατικῆς
α 1155	Ἀστράγαλος · παρὰ τὸ ἀστραβῆ καὶ ὀρθὴν φυλάσσειν τὴν βάσιν τοῦ ποδός
α 1156	Ἀστραπή · παρὰ τὸ ἀστάτως καὶ ῥᾷον παύεσθαι· ἢ παρὰ τὸ ἀστέρος ὦπα ἔχειν, ἤγουν διάπυρος ὡσ ἀστήρ. Ἐπιμερισμῶν τοῦ Ψαλτηρίου
α 1157	Ἀστραπή · παρὰ τὸ ἀστράπτω, τοῦτο παρὰ τὸ ἄστρον, τοῦτο παρὰ τὸ στερρῶς ἄττειν ἐν τῷ λάμπειν
α 1158	Ἀστράπτω Β · ἐκ τοῦ ἀστεροπή τοῦ ἐκ τοῦ ἀστραπή· τοῦτο ἐκ τοῦ ἀστήρ ἀστέρος καὶ τοῦ ὄπτω ἀστεροπτή, καὶ ἀποβολῇ τοῦ τ ἀστεροπή· καὶ ἐξ αὐτοῦ κατὰ παραγωγὴν ἀστεράπτω καὶ συγκοπῇ ἀστράπτω. Ἐρεννίου
α 1159	Ἀστρολογία ἀστρονομίας διαφέρει· ἀστρονομία μὲν γάρ ἐστιν ἡ κατάληψις τῶν ἄστρων· ἀστρολογία δὲ ἡ τὰ ἐκ τῶν κινήσεων τῶν ἀστέρων ἀποτελέσματα δηλοῦσα ἐπιστήμη
α 1160	Ἄστρον · παρὰ τὸ αἴθω πλεονασμῷ τοῦ ρ. ἢ παρὰ τὸ αἴθω, τὸ λάμπω, ὁ μέλλων αἴσω, αἶστρον καὶ ἀποβολῇ τοῦ ι ἄστρον
α 1161	Ἄστρον ἀστέρος διαφέρει· ἄστρον μὲν γάρ ἐστι τὸ ἐκ πολλῶν ἀστέρων συνιστάμενον σχῆμα, ἤγουν ὅλον τὸ ζῴδιον· ἀστὴρ δὲ αὐτὸς ὁ λάμπων, ἤγουν ἕκαστος τῶν ἐν τῷ ζῳδίῳ
α 1162	Ἄστυ Γ · παρὰ τὸ ἄνω ἵστασθαι· οἱ γὰρ ἀρχαῖοι ἐφ’ ὑψηλοῦ τόπου τὰς πόλεις ἐποίουν. διαφέρει δὲ ἄστυ καὶ πόλις· πόλις λέγεται ὁ τόπος καὶ οἱ κατοικοῦντες καὶ τὸ συναμφότερον, ἄστυ δὲ ὁ τόπος μόνος, καὶ Ὅμηρος Ρ φράζεο νῦν, ὅπ πως κε πόλιν καὶ ἄστυ σαώσεις.“ ἐξ αὐτοῦ γίνεται καὶ ἀστεῖος. ἐγράφη
α 1163	Ἀσύφηλον · ἄτιμον, ἢ ἀπαίδευτον, ἀδόκιμον καὶ ἀνόητον· καὶ Ὅμηρος ὁππότ’ ἐκείνων Μνήσομαι, ὥς μ’ ἀσύφηλον ἐν Ἀργείοισιν ἔρεξεν.“ ἔστι δὲ παρὰ τὸ ἄσσω, ὃ σημαίνει τὸ βλάπτω, καὶ τὸ φηλῶσαι, ὃ σημαίνει τὸ δολῶσαι καὶ ἀπατῆσαι, ἐξ οὗ καὶ φηλός, ὁ ἀπατηλός, καὶ φήληκες, τὰ σῦκα τὰ ὠμὰ μὲν ὄντα τῇ δὲ ἰδέᾳ πέπειρα· καὶ ὥσπερ παρὰ τὸ σώσω Σωσικράτης Σωσίβιος, ἀρκέσω Ἀρκεσίλαος, οὕτως καὶ παρὰ τὸ ἄσω καὶ τὸ φηλός γίνεται ἀσίφηλος καὶ ἀσύφηλος, ὡς δίφρος δύφρος καὶ τριφάλεια τρυφάλεια Μούνιχος Μούνυχος. ἢ παρὰ τὸ σοφός γίνεται σόφηλος καὶ μετὰ τοῦ στερητικοῦ α ἀσόφηλος, καὶ μεταβολῇ τοῦ ο εἰς υ ὡς ἄγορις ἄγυρις, γίνεται ἀσύφηλος
α 1164	Ἀσφάλεια · ἐκ τοῦ ἀσφαλής· τοῦτο δὲ παρὰ τὸ σφάλλω γίνεται σφαλής, καὶ μετὰ τοῦ στερητικοῦ α ἀσφαλής, ὁ μὴ σφαλλόμενος. τὸ δὲ σφάλλω παρὰ τὸ σφήλω, ὃ σημαίνει τὸ ἀποτυγχάνω
α 1165	ἀσφοδελός διαφέρει· ἀσφόδελος μὲν γὰρ βαρυτόνως ὃ σημαίνει τὸ φυτὸν παρὰ τοῖς παλαιοῖς, ἀσφοδελὸς δὲ ὀξυτόνως τὸν τόπον ἐν ᾧ ἀσφόδελοι γίνονται
α 1166	Ἀσχαλάᾳ Β · ῥῆμα ἐνεστῶτος δευτέρας συζυγίας τῶν περισπωμένων· ἔστι γὰρ ἀσχάλλω, ὁ μέλλων ἀσχαλῶ καὶ ἐξ αὐτοῦ ῥῆμα περισπώμενον ἀσχαλῶ, τὸ δεύτερον ἀσχαλάεις, τὸ τρίτον ἀσχαλάει, ἀσχαλᾷ καὶ πλεονασμῷ τοῦ α ποιητικῶς ἀσχαλάᾳ, ὡς καὶ ἐν ἄλλῳ ὁ ποιητής Ξ οὔτε θαλάσσης κῦμα τόσον βοάᾳ.“ καὶ ἔστι τὸ μὲν ἓν α τὸ πρὸ τέλους βραχύ, τὸ δὲ ἐπὶ τέλους μακρόν, ἐπειδὴ κανών ἐστιν ὁ λέγων, ὅτι πᾶσα συλλαβὴ πλεονάζουσα βραχυτέρα θέλει εἶναι τῆς ἐν ᾗ πλεονάζει συλλαβῆς
α 1167	Ἀσχάλλω · εἰς τὸ Ἔσκαλλεν
α 1168	Ἄσχετος · παρὰ τὸ ἔχω, τὸ κρατῶ, ἀφαιρέσει τοῦ ε καὶ πλεονασμῷ τοῦ ς σχῶ, σχετός, ὁ κρατητός, καὶ μετὰ τοῦ στερητικοῦ α ἄσχετος, ὁ ἀκράτητος. καὶ εἰς τὸ Ἄσπετος
α 1169	Ἀσωπός · ὁ σκοτεινοπρόσωπος· παρὰ τὸ ἄσις, ὃ σημαίνει τὸν ῥύπον, καὶ τὸ ὤψ ὠπός. Ὠρίωνος
α 1170	Ἀσωτία · τὸ μὴ ὂν εἰς σωτηρίαν· σωτηρία γὰρ τὸ σῶον τηρεῖν
α 1171	Ἄσωτος · παρὰ τὸ σώζω καὶ τοῦ στερητικοῦ α ὁ ἐστερημένος τοῦ σώζεσθαι. καὶ ἐξ αὐτοῦ ἀσωτία
α 1172	Ἀταλαίπωρον · ῥᾴθυμον, ὀλίγωρον· Ἀριστοφάνης Δαναΐσιν οὕτως αὐτοῖς ἀταλαιπώρως ἡ ποίησις διάκειται.“ παρὰ τὸ α στερητικὸν καὶ τὸ ταλαίπωρος, ἐξ οὗ καὶ ταλαιπωρεῖν· σημαίνει δὲ τὸ κακοπαθεῖν καὶ ἐνεργεῖν. ταλαίπωρος δὲ κυρίως λέγεται ὁ περὶ τὸν πῶρον τλῶν, τουτέστι καρτερῶν, οἷον ταλάπωρος, καὶ πλεονασμῷ τοῦ ι ταλαίπωρος· οἱ γὰρ ἀρχαῖοι τοὺς νεφριτικοὺς ταλαιπώρους ἔλεγον, τοὺς τλῶντας περὶ τὸν πῶρον
α 1173	Ἀταλός · παρὰ τὸ ἁπαλός κατὰ μετάθεσιν στοιχείου
α 1174	Ἀταξία · τὸ μὴ ὂν ἐν τάξει καλῇ
α 1175	Ἀτάρ εἰς τὸ Αὐτάρ
α 1176	Ἀταρπός · παρὰ τὸ ἄτρεπτον καὶ ἴσον
α 1177	Ἀταρτηρός Α · παρὰ τὸ τείρω, τὸ καταπονῶ, καὶ κατὰ συγκοπὴν τρῶ, τρήσω, τρηρός, καὶ μετὰ τοῦ στερητικοῦ α ἀτρηρός, καὶ πλεονασμῷ τοῦ α καὶ τοῦ τ ἀταρτηρός. ἢ παρὰ τὸ ἄτην, ὃ σημαίνει τὴν βλάβην ἀτηρός καὶ ἀταρτηρός
α 1178	Ἀτάσθαλος παρὰ τὸ ἐν ἄτῃ θάλλειν, ἤγουν ἐν βλάβαις καὶ ἀδικίαις
α 1179	Ἅτε · ἐπίρρημα παραβολῆς ἀντὶ τοῦ ὥσπερ. Γεωργίου
α 1180	Ἀτειρής · ἐκ τοῦ ἀτερής γέγονε κατὰ πλεονασμὸν τοῦ ι ἀτειρής, οἱονεὶ ὁ μὴ ὢν ἁπαλός. καὶ εἰς τὸ Τριάς. Ἐρεννίου
α 1181	ἀτέλεστον διαφέρει· ἀτελὲς μὲν γάρ ἐστι τὸ μήπω τετελεσμένον, ἀτέλεστον δὲ τὸ ἀδυνατοῦν τελεσθῆναι
α 1182	Ἀτέμβειν · παρὰ τὸ ἄτην βαλεῖν· υ οὐ γὰρ καλὸν ἀτέμβειν, οὐδὲ δίκαιον, Ξείνους Τηλεμάχου.“
α 1183	Ἀτενίζω · τὸ πάνυ βλέπω καὶ ἐκτείνω. τείνω, καὶ ὁ μέλλων τενῶ, καὶ κατὰ παραγωγὴν τενίζω, καὶ μετὰ τοῦ ἐπιτατικοῦ α ἀτενίζω, τὸ λίαν ἐπιτεταμένως ὁρῶ
α 1184	Ἄτερ · ἐκτός, χωρίς
α 1185	Ἀτέραμνος · παρὰ τὸ τείρω τέραμος, ὡς πλέκω πλόκαμος, καὶ πλεονασμῷ τοῦ μ τέραμνος καὶ ἀτέραμνος· ἢ παρὰ τὸ τέρεν τι μὴ εἶναι ἐν αὐτῷ
α 1186	Ἀτέραμνον · ἀπαραίτητον, σκληρόν, δεινόν, ἀκόρεστον, πολύ, τὸ μὴ τέρεν, ἀλλὰ σκληρόν. ἀτέραμνον οὖν κατὰ στέρησιν παρὰ τὸ μὴ εἶναι τέρεν τι ἐν αὐτῷ, τουτέστι τρυφερὸν καὶ ἀπαλόν, ἢ τὸ μὴ εὐχερῶς τειρόμενον, ὅ ἐστι βλαπτόμενον. λέγεται ἀτέρεμνα τὰ μὴ ἑψόμενα ὄσπρια, ἀλλὰ σκληρὰ καὶ κερασβόλα· καὶ ἀτεράμων, ὁ σκληρὸς καὶ ἀπηνὴς ἄνθρωπος
α 1187	Ἅτερος · εἰς τὸ Θάτερος
α 1188	Ἀτεχνῶς · ἀδόλως· τέχνη γὰρ ὁ δόλος
α 1189	Ἀτεχνῶς · ἀπλάστως· θ ἀμφὶ δὲ δεσμοὶ Τεχνήεντες ἔχυντο“, τουτέστι δολεροί. σημαίνει δὲ καὶ τὸ ἁπλῶς καὶ καθάπαξ. οἱ δέ, ἐν ἴσῳ τῷ ὄντι καὶ τῇ ἀληθείᾳ· οἱ δέ, τὸ παράπαν καὶ καθόλου
α 1190	Ἄτη Β · τὸ α μακρόν. οἱ μέν, ὅτι ἐστὶν ἀνάτη καὶ κατὰ κρᾶσιν γίνεται ἄτη. οὐκ ἔστι δέ· πλεονασμὸς γάρ ἐστι τοῦ α. ἔστι δὲ ἄλλως εἰπεῖν, ὅτι ἔστιν ἄετος, ὁ μάταιος καὶ ψευδής, καὶ γέγονεν ἐκ τοῦ ἐτεός· καὶ τὸ θηλυκὸν ἀέτη, καὶ κατὰ κρᾶσιν τοῦ α καὶ ε εἰς α μακρὸν ἄτη. καὶ ἄλλως. ἔστι τῶ, τὸ λαμβάνω, ι Κύκλωψ, τῆ, πίε οἶνον“· καὶ μετὰ τοῦ στερητικοῦ α γίνεται ἄτη· οὐδεὶς γὰρ αὐτὴν λαμβάνει, ἀλλὰ πάντες ἐκφεύγουσι. καὶ εἰς τὸ Αἴτιος καὶ Ἀταρτηρός καὶ Ἀτάσθαλος καὶ Ἄτρυτα
α 1191	Ἀτύζεσθαι · παρὰ τὴν ἄτην· οἱ γὰρ ἐν ἄτῃ ὄντες ταράττονται
α 1192	Ἀτιμάζω Α · ἐξ οὗ τὸ ἠτίμασεν“· τοῦτο παρὰ τὸ ἀτιμῶ, ὡς βῶ βάζω· τοῦτο παρὰ τὸ ἄτιμος· τοῦτο παρὰ τὸ τιμή· τοῦτο παρὰ τὸ τίω. τὸ ι μακρόν. ἔστι δὲ τὸ ἀτιμῶ δευτέρας συζυγίας καὶ τρίτης. τὸ τίω σημαίνει γ· τὸ τιμῶ Ε θεὸς δ’ ὣς τίετο δήμῳ“, τὸ τιμωρῶ καὶ τὸ ἀποδίδωμι. καὶ τὸ ἀτιμῶ σημαίνει γ· τὸ ἀτιμάζω, τὸ ὑβρίζω καὶ τὸ καταδικάζω. τί διαφέρει τὸ ἀτιμῶ ἡ τρίτη συζυγία τοῦ ἀτιμάζω; ἀτιμῶ μὲν λέγεται τὸ κατὰ τὸν νόμον ὁλοσχερῶς κατακρίνω, ἐξ οὗ καὶ τὸ ἐπὶ ξύλου ἠτιμωμένος,“ τουτέστι κατακεκριμένος, λάβετε“ γὰρ αὐτὸν ὑμεῖς καὶ κατὰ τὸν νόμον ὑμῶν κρίνατε“· ἀτιμάζω δέ, τὸ ὑβρίζω. πάλιν διαφέρει τὸ ἀτιμῶ ἡ τρίτη συζυγία τῶν περισπωμένων τῆς δευτέρας· ἡ μὲν γὰρ τρίτη συζυγία παρασύνθετός ἐστι ἐκ τοῦ ἄτιμος, ἡ δὲ δευτέρα σύνθετος ἐκ τοῦ τιμή, ἐξ οὗ τὸ Α ἠτίμησεν.“
α 1193	ἀτιμάζεται διαφέρει· ἀτιμοῦται μέν τις ὑπὸ τοῦ νόμου ὁλοσχερῆ ἀτιμίαν, ἀτιμάζεται δέ τις ὑβριζόμενος ἔν τινι πράγματι
α 1194	Ἀτλαντικὸν πέλαγος · ὁ Ὠκεανός· ἀπὸ τοῦ Ἄτλαντος ὄρους τῆς Λιβύης. καὶ εἰς τὸ Ἑσπερία
α 1195	Ἄτλας ·. παρὰ τὸ μὴ κοπιᾶν. καὶ εἰς τὸ Τλήσομαι
α 1196	Ἀτμένες · οἱ δοῦλοι, οἱ ἄτερ μένους ὄντες διὰ κακοπάθειαν. καὶ εἰς τὸ Θής
α 1197	Ἀτμήν · παρὰ τὸ τιμήν ἀτμήν· ἄτιμον γὰρ τὸ δοῦλον
α 1198	Ἀτμίς · παρὰ τὸ ἄω, τὸ πνέω, ἄσω ἀσμίς καὶ ἀτμίς
α 1199	Ἄτομον · παρὰ τὸ τέμνω τόμος καὶ ἄτομον· ἐπιτατικὸν δὲ τὸ α
α 1200	Ἄτον · εἰς τὸ Ἧττον
α 1201	Ἄτρακτος · παρὰ τὸ ταράσσω ταρακτός καὶ ἄτρακτος
α 1202	Ἀτραπόν · τὸ ἄτρεπτον καὶ ἀμετάθετον τοῦ μερισμοῦ
α 1203	Ἀτράφαξυς · εἰς τὸ Λιγύφθογγος
α 1204	Ἀτρείδης Β · πατρωνυμικὸν ὄνομα. διαφέρει δὲ τὸ πατρωνυμικὸν τοῦ κτητικοῦ, ὅτι τοῖς μὲν πατρωνυμικοῖς ἐνδέχεται τὰ τῶν παίδων ὀνόματα συντάσσειν καὶ μή. εἰ γὰρ ἀδελφῶν ὄντων τινῶν τούτων ἕνα σημᾶναι βουλοίμεθα, τῷ πατρωνυμικῷ παρατίθεμεν τὸ τοῦ παιδὸς κύριον ὄνομα, οἷον Ἀτρείδης Μενέλαος, Πριαμίδης Ἕκτωρ· εἰ δὲ μὴ ὦσιν ἀδελφοί, οὐ χρεία προσθήκης κυρίου· ἀρκούμεθα γὰρ τῇ πατρωνυμίᾳ, οἷον Πηλείδης ἐφόνευσεν Ἕκτορα.“ τὰ γὰρ πατρωνυμικὰ αὐτόθεν ἔχει τὴν σημασίαν, κἂν μήτε τοὺς υἱοὺς ἐπάγοιτο μήτε τὸ τοῦ παιδὸς κύριον· τὰ δὲ κλητικὰ οὐχ οὕτως, ἀλλ’ ἀνάγκη προσυπακούεσθαί τι αὐτοῖς· εἰ δέ τις φαίη Πλατωνικόσ“ οὐ προσυπακουομένου τοῦ νόμος ἢ χιτών, ἀτελές ἐστι. διὸ ἀναγκαίως δεῖ ἐπιφέρειν τοῖς κτητικοῖς προσηγορικὰ ἢ κύρια, οἷον Ὁμηρικὸς λόγος, βασιλικὸς δόμος
α 1205	Ἀτρεκέως Β · ἐπίρρημα μεσότητος· παρὰ τὸ δέρκω, ὃ σημαίνει τὸ βλέπω, ὄνομα δερκές, καὶ κατ’ ἐπέκτασιν τοῦ α γίνεται ἀδερκές, τὸ λίαν ὑπερβλέπον, καὶ τροπῇ τοῦ δ εἰς τ ἀτρεκές, τὸ λίαν ὑπερβλεπόμενον. ἢ παρὰ τὸ τρέχω, ὁ μὴ τρέχων. Νικήτου
α 1206	Ἀτρέκεια · ἐκ τοῦ ἀτρεκής
α 1207	Ἀτρέμας Β · γίνεται ἐκ τοῦ ἀτρεμῶ, καὶ ἔστι παρασύνθετον ἐκ τοῦ ἀτρεμής· τοῦτο παρὰ τὸ τρέμω καὶ τὸ στερητικὸν α ἀτρεμής, καὶ ῥῆμα εἰς ω ἀτρεμῶ, καὶ ἐξ αὐτοῦ ἐπίρρημα εἰς ας ἀτρέμας. ἔστι δὲ καὶ εἰς α ἀτρέμα· ὥσπερ ἐκ τοῦ ἠρεμῶ γίνεται ἠρέμας καὶ ἠρέμα, οὕτως καὶ τοῦτο
α 1208	Ἀτρεύς · παρὰ τὸ τρῶ. ἄφοβος γάρ
α 1209	Ἄτρυτα · ἀκάματα, σκληρὰ καὶ ἰσχυρά. σημαίνει δὲ καὶ ἀβλαβῆ, οἷον ἄτρητα· παρὰ τὸ τρῶ τρήσω τρητά καὶ ἄτρυτα μετὰ τοῦ στερητικοῦ α καὶ τροπῇ τοῦ η εἰς υ ὡς ἅλμη ἁλμυρός
α 1210	Ἀτρώς · εἰς τὸ Προβλῆτι
α 1211	Ἄιττειν · τὸ ἅλλεσθαι καὶ πηδᾶν· γίνεται παρὰ τὸ ἀΐσσω, τὸ ὁρμῶ, ᾄσσω καὶ τροπῇ τῶν δύο σς εἰς ττ ᾄττειν. καὶ εἰς τὸ Διάττειν καὶ Στρατός
α 1212	Ἀττική · παρὰ τὸ ἀκτή. οὕτως ἐλέγετο τὸ παλαιόν
α 1213	Ἄττω · εἰς τὸ Κάττα
α 1214	Ἀτῶ · εἰς τὸ Ἐλεηλάτει
α 1215	Αὖα · παρὰ τὸ εἰς αὖσιν καὶ καῦσιν ἐπιτήδεια εἶναι
α 1216	Αὖας · παρὰ τὸ αὔω, τὸ φωνῶ
α 1217	Αὐγή · παρὰ τὸ ἄγω· δι’ ἣν ἀγόμεθα, εἴγε σκότος διὰ τὸ ἐπισχεῖν ἡμᾶς. Ἰωάννου Λυδοῦ
α 1218	Αὔγουστος · ἀπὸ Αὐγούστου βασιλέως οὕτως ἐπικληθέντος· ἀπὸ γὰρ τῆς αὐτοῦ βασιλείας καὶ μέχρι σήμερον Αὔγουστοι οἱ βασιλεῖς κικλήσκονται. ὅθεν καὶ βῆλον ἐν τοῖς βασιλείοις μελέθροις ἐπικρέμαται· τυραννοῦντος γάρ τινος αὐτῷ ἐν τοῖς μέρεσι τῆς Ἰλλυρίας καὶ χειρωθέντος ὑπ’ αὐτοῦ, διὰ τὸ ἰταμὸν καὶ σκληρὸν τὸν ἀντίπαλον γεγονέναι πρὸς μνήμην καὶ τιμὴν τῆς ἑαυτοῦ βασιλείας τὸ κολόβιον αὐτοῦ ἐκρέμασεν καὶ ἔκτοτε οἱ βασιλεῖς βῆλον ἐπιτιθέασιν ἔμπροσθεν αὐτῶν κατὰ μίμησιν ἐκείνου, ὅθεν καὶ ἡ ἀπογραφὴ πρώτη γέγονεν. Γεωργίου τοῦ Χοιροβοσκοῦ
α 1219	Αὐδῶ · παρὰ τὸ αὔω, τὸ φωνῶ. καὶ εἰς τὸ Ηὖδα
α 1220	Αὐθαίρετος · παρὰ τὸ αἱρῶ, τὸ προαιροῦμαι, αἱρετός, καὶ μετὰ τῆς αὐτός αὐτοαιρετός καὶ συγκοπῇ αὐταίρετος, καὶ τροπῇ τοῦ τ εἰς θ αὐθαίρετος· σημαίνει δὲ τὸν αὐτοπροαίρετον
α 1221	Αὐθέντης · ἐκ τοῦ φῶ, τὸ φονεύω, φένω διὰ τοῦ ε φιλοῦ, ἐκθλίψει τοῦ δασέος ἕνω ὁ φόνος, ὄνομα ῥηματικὸν ἕντης, καὶ μετὰ τῆς αὐτός αὐτοέντης, καὶ ἐν συγκοπῇ δασέων αὐτέντης· καὶ ἐπεὶ ψιλὰ ψιλῶν ἡγεῖται καὶ δασέα δασέων, τρέπεται τὸ τ εἰς θ καὶ γίνεται αὐθέντης
α 1222	Αὖθι Β · ἐπίρρημα τοπικόν, καὶ ἔστι τῆς ἐν τόπῳ· καὶ γίνεται ἐκ τοῦ αὐτόθι· τοῦτο ἐκ τοῦ αὐτοῦ, Ὅμηρος Θ αὐτοῦ κ’ ἔνθ’ ἀκάχοιτο“, καὶ δηλοῖ τὴν ἐν τόπῳ σχέσιν, ἀντὶ τοῦ ἐκεῖσε. καὶ ὥσπερ ἀπὸ τοῦ ἀγχοῦ γίνεται ἀγχόθι, οὕτως καὶ ἀπὸ τοῦ αὐτοῦ αὐτόθι, καὶ συγκοπῇ αὖθι. διαφέρει δὲ αὖθις καὶ αὖθι· τὸ μὲν αὖθι χωρὶς τοῦ ς τοπικὸν ἐπίρρημα ἀπὸ τοῦ αὐτόθι, τὸ δὲ αὖθις σημαίνει τὸ πάλιν καὶ μετὰ ταῦτα. τὸ θι ι · τὰ εἰς ις ἐπιρρήματα πεφυκότα λέγεσθαι χωρὶς τοῦ ς διὰ τοῦ ι γράφεται· αὖτις καὶ αὖτι, μέχρις καὶ μέχρι αὖθις καὶ αὖθι
α 1223	Αὐθιγενεῖς · εἰς τὸ Ἰθαγενεῖς
α 1224	Αὖ θώρηκα · εἰς τὸ Δεύτερον αὖ θώρηκα
α 1225	Αὐλή · παρὰ τὸ αὔω, τὸ λάμπω, αὐή καὶ πλεονασμῷ τοῦ λ αὐλή. ἢ παρὰ τὸ ἄω, τὸ πνέω
α 1226	Αὐλίδα Β · ἐκ τοῦ Αὐλίς· τὸ δὲ Αὐλίς, ἐκ τοῦ αὐλίζω αὐλίσω Αὐλίς. καὶ τί μετέχει; ἐπειδὴ ἐκεῖ συνηθροίσθη ἅπας ὁ Ἑλληνικὸς στρατός
α 1227	Αὐλός · παρὰ τὸ αὔω, τὸ φωνῶ· καὶ Ὅμηρος Υ αὖε δ’ Ἄρησ ἑτέρωθεν“. ἢ παρὰ τὸ ἄω, τὸ πνέω. ἢ παρὰ τὸ αὔω, τὸ βοῶ, ἐξ οὗ Υ αὖε δ’ Ἄρης.“ καὶ εἰς τὸ Ἔναυλος. Γεωργίου τοῦ Χοιροβοσκοῦ
α 1228	Ἄϋλος · ὁ μὴ ἔχων ὕλην· παρὰ τὸ ὕλη ὗλος καὶ ἄϋλος μετὰ τοῦ στερητικοῦ α. τὸ δὲ ὕλη παρὰ τὸ ὕω, τὸ βρέχω, ἡ δι’ ὑγρᾶς αὐξανομένη. τὰ δὲ ἀπὸ τῶν εἰς α καὶ η θηλυκῶν ἀναπέμπουσι τοὺς τόνους
α 1229	Αὐλῶπις · αὐλίσκον ἔχουσα, καθ’ οὗ πήγνυται ὁ λόφος, ἵν’ ᾖ εἶδος περικεφαλαίας λόφον εἰς ὀξὺ ἀνατεταμένον ἐχούσησ
α 1230	Αὔρα · παρὰ τὸ ἀήρ κατὰ ἀναστροφὴν παρωνύμως
α 1231	Αὐρῶ · εἰς τὸ Ἀπούρας
α 1232	Αὐστηρός · παρὰ τὸ αὔω, τὸ ξηραίνω, ὁ μέλλων αὔσω, ἐξ αὐτοῦ αὐστηρός· ὅπερ παρὰ τὸ ὕω, τὸ βρέχω
α 1233	Αὐτάρ τοῦ δέ διαφέρει· ὅτι ὁ μὲν αὐτάρ προτάσσεται, ὁ δὲ δέ ὑποτάσσεται. ὀξύνεται δὲ τὸ αὐτάρ ἢ βαρύνεται; οἱ μὲν οὖν ὀξυτόνως ἀνέγνωσαν, ὡς Καλλίμαχος οἱ δὲ βαρυτόνως λόγῳ τοιῷδε· πᾶσα λέξις εἰς αρ λήγουσα βαρύνεται, οἷον ἄφαρ, δάμαρ, εἶθαρ, οὖθαρ, στέαρ. ῥητέον δέ, ὅτι οὐδεὶς συμπλεκτικὸς σύνδεσμος ἢ περισπᾶται ἢ βαρύνεται, πάντες δὲ σχεδὸν ὀξύνονται
