Lexicon, Letter Ι
Σοῦδα, Στοιχεῖον Ι
by Suda
eul_wid: wus-ai    eul_aid: wus

Period  Byzantine
Domain  Grammar
Format  Collection

The iota section of the Suda (Σοῦδα, Στοιχεῖον Ι) spans 796 entries ranging from terse one-word glosses to extended biographical and mythographic notices. Short lexical entries such as Ἴχνος (path, step), Ἰχώρ (congealed blood), Ἴψ (worm), and Ἰξύν (the loins or spine) illustrate the letter's core glossographical function, while poetic citations embedded in entries like Ἰξύν preserve fragments of otherwise obscure verse.

Biographical and historical entries give the letter much of its scholarly interest. The notice on Ἰάδμων of Samos links to the story of Rhodopis and to the cross-reference at Αἴσωπος Σάμιος, tracing the social world of archaic Aegean slave-ownership. Ἰόβας records Juba II, king of Libya and Mauretania under Augustus, his triumphal humiliation at Rome, and his marriage to Cleopatra Selene, daughter of Cleopatra. Ἰοβάτης preserves the mythographic kernel of the Bellerophon cycle, naming the father of Stheneboea and the letter sent by Proetus.

The opening entries (Ἴα, Ἰαβώκ, Ἰαβίν, Ἰαζάρτης, Ἰαζύγων) reflect the Suda's habitual incorporation of Biblical proper names and ethnonyms alongside classical material, making this letter useful for studying both Byzantine lexicographic method and the transmission of Hellenistic and Roman-era historical data.

Text
----

ι 1	Ἴα: μία, ἢ φωνή, ἢ βία.
ι 230	Ἰητήρ: ὁ ἰατρός. καὶ Ἰητρός.
ι 231	Ἰθαγενής: αὐτόχθων, γνήσιος παῖς. ὁ ἰθὺ καὶ ἀδιάστροφον ἔχων τὸ γένος. Ἀγαθίας· τοὺς γοῦν ἐκ παλαιοῦ οἰκήτορας καὶ ἰθαγενεῖς ἀνέκαθεν ἡγεμόνας τὴν γῆν ἀνακομίσασθαι.
ι 232	Ἰθάκη: πόλις. καὶ Ἰθακήσιος, ὁ πολίτης.
ι 233	Ἴθακος: ὄνομα κύριον.
ι 234	Ἰθάμαρ: ὄνομα κύριον.
ι 235	Ἰθαιγενής: ἀντὶ τοῦ ἐνταῦθα γεννηθείς.
ι 236	Ἰθαιμένεος: ὄνομα κύριον.
ι 237	Ἰθέως: ὀρθῶς.
ι 238	Ἰθεῖα: εὐθεῖα, ὀρθή. οὐ γὰρ ἀφαυρῶς ἐκ Διὸς ἰθείης οἶδε τάλαντα δίκης.
ι 239	Ἴθι: ἔρχου, ἢ πορεύου. Ἀριστοφάνης Νεφέλαις· ἴθ’ ἀντιβολῶ σε. πορεύου. νῦν δὲ πείσθητί μοι. ἀντιβολῶ σε, παρακαλῶ σε, Ἀττι‐ κῶς. ὁ αὐτὸς ἐν Βατράχοις· ἴθι νῦν, ἐπειδὴ ληματιᾷς. ἀντὶ τοῦ ἄγε. συνωνυμεῖ γὰρ τῷ δεῦρο. σημαίνει καὶ τὸ ἄγε.
ι 240	Ἴθματα: ἴχνη, βήματα, δικαιώματα, ὁρμάς. τὸ δὲ σίνηπι διεκρίθη ὑπὸ τοῦ λεγομένου ἠθμοῦ.
ι 241	Ἴθορος: παροιμιῶδες, ἐπὶ τῶν παρακελευομένων.
ι 242	Ἴθρις: ὁ ἐκτομίας. οὗ ἡ ἰσχὺς τεθέρισται· καὶ ζήτει ἐν τῷ ἄρρεν.
ι 243	Ἰθώμη: ὄνομα πόλεως.
ι 244	Ἰθωμήτης: ὄνομα κύριον.
ι 245	Ἰθὺ καὶ Ἰθὺς ἐπ’ εὐθείας. Ἡρόδοτος· ἐκ μὲν δὴ τῆς ἰθείας στρατὸν ἐπ’ αὐτὸν οὐκ ἐδόκεε πέμπειν, ἅτε οἰδεόντων ἔτι τῶν πραγμάτων. ἀντὶ τοῦ ἐκ τοῦ προφανοῦς, παρευθύ.
ι 246	Ἰθύνει· αἰτιατικῇ. διοικεῖ, κατευθύνει, ὀρθοῖ.
ι 247	Ἰθυντήρ: ὁδηγός, κυβερνήτης, χαλινός, πηδάλιον.
ι 248	Ἴθυσεν: ἐπ’ εὐθείας ὥρμησεν.
ι 249	Ἰθυτενές: εἰς εὐθεῖαν τεταμένον.
ι 250	Ἰθύφαλλοι: οἱ ἔφοροι Διονύσου καὶ ἀκολουθοῦντες τῷ φαλλῷ, γυναικείαν στολὴν ἔχοντες. λέγεται δὲ φαλλὸς ὁτὲ μὲν τὸ ἐντετα‐ μένον αἰδοῖον, καὶ ποιήματα δὲ καλεῖσθαι, ἃ ἐπὶ τῷ ἱσταμένῳ φαλλῷ ᾄδεται μετ’ ὀρχήσεως.
ι 251	Ἰθύφαλλοι: οἱ εἰς τοὺς μηροὺς μόνον, οὐχὶ δὲ καὶ ἐν τοῖς τραχήλοις ἐπ’ εὐθείας δεσμούμενοι, ἐξ ἐρυθρῶν δερμάτων. εἴρηται ἐν τῷ περὶ φαλλοῦ.
ι 252	Ἵκανε: παρεγένετο.
ι 253	Ἱκανός: ὁ ἀρκῶν. ὁ γὰρ ἱκάνων, ὅ ἐστι παραγινόμενος, ἤρκεσε πρὸς τὴν ὁδόν. Ἀριστοφάνης Πλούτῳ· ἱκανοὺς νομίζεις δῆτα θανά‐ τους εἴκοσι; καὶ Ἱκανός, ὁ θεός.
ι 254	Ἱκανῶς ἔχω· γενικῇ.
ι 255	Ἰκαριεύς: δῆμος φυλῆς τῆς Αἰγηΐδος.
ι 256	Ἰκάριος: ὄνομα κύριον.
ι 257	Ἴκαρος: ὄνομα κύριον.
ι 258	Ἱκεσία: ἡ ἱκέτευσις.
ι 259	Ἱκέσιος: ὁ ἱκέτης.
ι 260	Ἱκέσθην: παρεγένοντο.
ι 261	Ἱκετάονος: ὄνομα κύριον.
ι 262	Ἱκέτευμα: τὸ δουλοπρεπῶς παρακαλεῖν καὶ ἱκετεύειν. ὁ δὲ Αὔγαρος ἀπήντησε Τραϊανῷ προσιόντι καὶ συγγνώμης ἔτυχεν· ὁ γὰρ παῖς λαμπρόν οἱ ἱκέτευμα ἦν.
ι 263	Ἱκετεύω· αἰτιατικῇ.
ι 264	Ἱκετεία, ἡ ἱκεσία. Ἱκετεία δὲ ἱκετηρίας διαφέρει. ἱκετεία μέν ἐστιν ἣν ποιεῖταί τις διὰ τῶν λόγων, ὅταν δέηται συγγνώμης τυχεῖν ἢ ἐλέους. Ἀντιφῶν· περὶ τοῦ μὴ ἐλεεῖν ὑμᾶς ἐμὲ ἐδεήθη δείσας, μὴ ἐγὼ δάκρυσι καὶ ἱκετείαις πειρῶμαι ὑμᾶς ἀναπείθειν. ἱκε‐ τηρία δέ ἐστιν, ἣν οἱ δεόμενοι κατατίθενταί που ἢ μετὰ χεῖρας ἔχουσιν.
ι 265	Ἱκετηρία: ὁ θαλλὸς τῆς ἐλαίας. ὁ δὲ Αἰσχίνης ἐν τῇ Ἀπο‐ λογίᾳ. ἱκετηρία καλεῖται ἐλαίας κλάδος, στέμματι ἐστεμμένος.
ι 266	Ἱκέτης: ὁ δουλοπρεπῶς παρακαλῶν καὶ δεόμενος περί τινος ὁτουοῦν.
ι 267	Ἱκέτω: παραγενέσθω.
ι 268	Ἰκμάζω: ὑγραίνω. καὶ Ἰκμάς, ἡ ὑγρασία.
ι 269	Ἴκμενον: πορευτικὸν ἄνεμον.
ι 270	Ἱκνοῦμαι: ἔρχομαι, ἱκετεύω. καὶ Ἱκνούμενος, παρακαλῶν.
ι 271	Ἰκόνιον: ὄνομα πόλεως. καὶ Ἰκονιαῖος.
ι 272	Ἵκοντο: παρεγένοντο.
ι 273	Ἵκου: ἐλθέ. ἀλλ’, ὦ ταλαίπωρ’ Οἰδίπους, κλύων ἐμοῦ ἵκου πρὸς οἴκους.
ι 274	Ἵκω: καταλαμβάνω.
ι 275	Ἰκρία: ὀρθὰ ξύλα, ἢ σανιδώματα τῆς νηός. καὶ τὰ τῶν θεάτρων, ἃ ἦσαν καὶ ἐν ταῖς ἐκκλησίαις· ἐπὶ ξύλων γὰρ ἐκάθηντο. πρὶν γένηται τὸ θέατρον, ξύλα ἐδέσμευον καὶ οὕτως ἐθεώρουν. Ἀρι‐ στοφάνης Θεσμοφοριαζούσαις· ὥστ’ εὐθὺς εἰσιόντες ἀπὸ τῶν ἰκρίων ὑποβλέπους’ ἡμᾶς. προβλήματα δὲ ξύλων κατὰ τῶν ἡμιτελέστων ἐφίστασαν καὶ ἴκρια προσπήξαντες διαβάσεις παρὰ σφᾶς ἐμηχανῶντο.
ι 276	Ἴκριον. ἰκρίῳ Ἰουδαῖοι τὸν σωτῆρα προσήλωσαν. ἴκριον γὰρ ἐπὶ τοῦ τάφου κεῖσθαι τοῦ κενοταφίου. Θουκυδίδης. γνώρισμα ἐπιχώριον καὶ νόμιμον Ἀττικὸν τῶν ἐπὶ δυστυχίᾳ τετελευτηκότων καὶ μὴ ἐν Ἀθήναις ταφέντων.
ι 277	Ἶκταρ: πλησίον. ἐγγύς· εἴρηται δὲ παρὰ τὸ ἐφικνεῖσθαι. καὶ παροιμία· οὐδ’ ἶκταρ βάλλει. εἴρηται δὲ κατὰ γλῶτταν ὥσπερ τὸ διω‐ λύγιον.
ι 278	Ἰκτεριᾶν· ὅτι τοῖς ἰκτεριῶσι πᾶς χυμὸς δοκεῖ πικρὸς εἶναι διὰ τὸ τὴν ὑγρότητα τὴν περὶ τὴν γλῶτταν τοῦτον ἔχειν τὸν χυμόν, οὗ πρῶτον γευομένη οὐκ ἀντιλαμβάνεται τῶν προσφερομένων. ζητήσειε δ’ ἄν τις· εἰ πικρὸς ὁ περὶ τὴν γλῶτταν χυμός, ἔδει, ὁπηνίκα προσφέ‐ ρεται τὸ μέλι, ἧττον δοκεῖν πικρὸν εἶναι, ἐμμιγμένου τοῦ γλυκέος καὶ κολάζοντος τὴν ἀμετρίαν τοῦ πικροῦ· νῦν δέ, ὅταν προσφέρηται τὸ γλυκύ, τότε τῆς πικρίας μᾶλλον ἀντιλαμβάνεται. ἀλλὰ διὰ τὸ ἠρεμεῖν πρὸ τούτου τὴν αἴσθησιν οὐκ ἀντιλαμβάνεται τοῦ περὶ αὐτὴν χυμοῦ· ἐπεὶ ἐὰν μηδενὸς προσενεχθέντος κινηθῇ, μᾶλλον αἰσθήσεται τῆς πικρό‐ τητος. ὥσπερ οὖν ὁ ὑγρὰν ἔχων τὴν γλῶτταν ἧττον αἰσθάνεται, οὕτω καὶ ὁ ἄγαν ξηράν· δεῖ γὰρ παθεῖν τι τὸ αἰσθητήριον ὑπὸ τοῦ γευστοῦ, ὑγροῦ ὄντος. τὸ δὲ ἄγαν ξηρὸν ἧττον πάσχει ὑπὸ τοῦ ὑγροῦ καὶ διὰ πλείονος χρόνου. δηλοῦσι δὲ αἱ κατεξηραμέναι τῶν βυρσῶν ἐπὶ πολὺν χρόνον μὴ πάσχουσαι ὑπὸ τοῦ ὑγροῦ.
ι 279	Ἴκτερος: νόσος ἐκ χολῆς συνισταμένη. τοὺς ἰκτέρῳ χρωσθέν‐ τας ὥσπερ χρυσίῳ. λέγουσι δὲ εἶναι πόνον ὠχροειδῆ ἀπὸ θυμοῦ ἐγειρόμενον ὥστε τοὺς ὀφθαλμοὺς τῶν κεκρατημένων ὠχροὺς καὶ μέλανας ποιεῖν, ὡς καὶ τῶν ἰκτίνων, ἀφ’ οὗ καὶ καλεῖται. ὅτι οἱ ἰκτεριῶντες ῥᾷον ἀπαλλάττονται πρὸς ὄρνιν τὸν χαραδριὸν ἀποβλέψαντες. καὶ ζήτει ἐν τῷ χαραδριός.
ι 280	Ἱκτῆρας: ἱκετευτικούς. ἵστασθε, τούσδ’ ἄραντες ἱκτῆρας κλάδους.
ι 281	Ἴκτις, ἴκτιδος. εἶδος ζῴου, ὡς οἱ κάστορες. ἢ ἔνυδρόν ἐστιν, ἰχθυοφάγον. καὶ Κτιδέα, τὸ τοῦ αἰλούρου δέρμα.
ι 282	Ἴκτινα: ὄνομα κύριον.
ι 283	Ἴκτινος: εἶδος ὄρνιθος ἁρπακτικοῦ ἐν ἔαρι φαινομένου. καὶ παροιμία· προκυλινδεῖσθαι ἰκτίνοις. ἔαρος γὰρ ἀρχομένου ἴκτινος φαί‐ νεται· ἐφ’ ᾧ ἡδόμενοι ἐκυλινδοῦντο, ὡς ἐπὶ γόνυ πίπτοντες εἰς βα‐ σιλέα· ἴδιον γὰρ βασιλέων τὸ ἐξ ἀνθρώπων γονυπετεῖσθαι. ἢ ὅτι τὸ διὰ μεταβολῆς καιροῦ γινόμενον εἰς βασιλικὴν ἐπέτρεψε τιμήν· οἱ γὰρ ἴκτινοι τὸ ἔαρ σημαίνουσιν. οἱ πένητες οὖν ἀπαλλαγέντες χειμῶ‐ νος προεκυλινδοῦντο καὶ προσεκύνουν αὐτούς.
ι 284	Ἴκτινος: εἶδος ὀρνέου. οὐ γὰρ οἶμαι ῥᾴδιον ἐν γήρᾳ μετα‐ τιθεμένῳ διαφυγεῖν τὸν λεγόμενον ὑπὲρ τοῦ ἰκτίνου μῦθον· ὃς ὄρνις ὤν, ἐπιθέμενος τῷ χρεμετίζειν ἀμφοῖν ἁμαρτεῖν, ἀγροικίας τε ἅμα καὶ δεξιότητος.
ι 285	Ἰλλάδες: οἱ δεσμοί.
ι 286	Ἰλαδόν: ἐν ἀθροίσει, κατὰ ἴλας. δηλοῖ δὲ καὶ τὸ δασύ.
ι 287	Ἵλαθι: ἵλεως ἔσο.
ι 288	Ἵλαος: ὁ ἵλεως, καὶ εὐμενής.
ι 289	Ἰλαπινάζω: εὐωχοῦμαι.
ι 290	Ἰλαπίνας: θυσίας, ἑορτάς, εὐωχίας.
ι 291	Ἱλάριος, Ἀντιοχεύς, τῆς ἐν Συρίᾳ πόλεως, ἐν τῷ βουλευτηρίῳ τὰ πρωτεῖα φέρων· ἐπιεικὴς δὲ τὴν φύσιν ὢν καὶ φιλομαθὴς καὶ προσέτι ὀξὺς ἐν τοῖς λόγοις καὶ βιβλίων παντοδαπῶν εὐπορώτατος, ὅμως ὀψιμαθὴς ἐγεγόνει λόγων φιλοσόφων. πολιτεύεσθαι γὰρ ἀναγκα‐ ζόμενος τὰ κοινὰ πολιτεύματα τῆς πατρίδος οὐδεμίαν εἶχε σχολὴν πρὸς φιλοσοφίαν. ἐνῆν δὲ αὐτῷ δυσάγωγον ἦθος ἐν τῇ νεότητι πρὸς σωφροσύνην· ὥστε καὶ τοῦτο πολλὴν ἀσχολίαν παρείχετό οἱ πρὸς καλλίω βίον. ἀλλὰ γὰρ ἡ τύχη σοφώτερον τούτῳ κατέστη καὶ ὁ καιρός, ἅμα παρηκούσης ἤδη τῆς ἀκρατοῦς ἡλικίας. ἀτύχημα γάρ τι συνέβη κατὰ τὸν οἶκον, ὅπερ εὐτύχημα ἀπέβη κατὰ τὸ ἀληθέστερον· ἡ γὰρ γυνὴ αὐτοῦ τῶν οἰκείων τινὶ συμφθειρομένη κατείληπτο. ὁ οὖν οἰκοφθόρος τὸ ἐπιτήδευμα ῥήτωρ ἐγεγόνει, Μόσχος δὲ ὄνομα. τυγχά‐ νων δὲ τοῦ Ἱλαρίου τινὸς εὐνοίας καὶ οἰκειότητος ἄδικος ἐφάνη περὶ τὸν εὐεργέτην· ἑάλω γὰρ συνὼν τῇ γυναικί. καὶ ὃς οὐδὲν ταραχθεὶς ἐπὶ τῇ συμφορᾷ πρᾶγμα ἐποίησεν ἀνδρείας τε καὶ φρονήσεως ἐχό‐ μενον. τὸν γὰρ ἄνδρα παραλαβὼν ἐξέστη μὲν αὐτῷ τῆς γυναικός, ἐξέστη δὲ τοῦ σφετέρου κλήρου, ἐφ’ ᾧ τε κατὰ τὸν νόμον ἐκεῖνον βουλεύειν· αὐτὸς δέ, καὶ γὰρ ἄπαιδα βίον τῇ γυναικὶ συμβεβίωκεν, ἀπολιπὼν τὴν πατρίδα μετεσκευάσατο τὸν βίον πρὸς τοὺς φιλοσόφους, εἰς Καρίαν τε καὶ Λυδίαν μεταναστάς. Ἀθήναζε γὰρ ἀφικόμενος ἠβούλετο τοῦ Πρόκλου ἀκροάσασθαι καὶ λόγων φιλοσόφων. ὡς δὲ οὐκ ἤνεγκεν αὐτοῦ τὴν τρυφὴν ὁ Πρόκλος, ἀκηκοὼς αὐτὸν ἐληλυθέ‐ ναι μετὰ τῶν παλλακίδων καὶ τῆς συνήθους ἔτι ἐκδιαιτήσεως, ἀναχω‐ ρήσας Ἀθήνηθεν ὁ Ἱλάριος ἄλλον μετεδίωκε τρόπον ὠφελείας τὸν συμμετρότερον ἢ κατὰ τὸν Πρόκλειον.
ι 292	Ἱλάριος, ὁ ἐκ Φρυγίας, ἐπὶ Ἰοβιανοῦ βασιλέως Ῥωμαίων. κατὰ παιδείαν μὲν ἦν ἀνὴρ οὐ γνώριμος, κοινωνεῖν δὲ αὐτῷ θεὸς ἐδόκει τῆς κοινωνίας τοῦ μέλλοντος, ὥστε ἦν μάντις ἄριστος.
ι 293	Ἱλαρίων, Ἱλαρίωνος.
ι 294	Ἱλαρός: εὔχαρις, ἀστεῖος, ἡδύς. Ἀππιανός· σὺν βοῇ ἱλαρᾷ καὶ θορύβῳ χρηστῷ παρέπεμπον αὐτὸν καὶ θαρρεῖν ἐκέλευον. ἐπ‐ έπρεπε δὲ αὐτῷ μάλιστα τὸ τῆς ψυχῆς ἱλαρόν.
ι 295	Ἱλαροῖς· ἀφορῶντες τὴν πόλιν ἱλαροῖς τοῖς προσώποις εὔθυμοι τὴν τελευτὴν προσδέχεσθαι ἔλεγον.
ι 296	Ἱλαρώτερος: εὐπροσιτότερος.
ι 297	Ἴλας: ἀγέλας, ἢ τάξεις. καὶ ἰλάρχας, ταξιάρχας. Ἴλη γὰρ συστροφή, τάξις ὄχλου ἱππικοῦ.
ι 298	Ἰλλάς: τὸ σχοινίον. καὶ Ἰλλάσι, τοῖς δεσμοῖς.
ι 299	Ἱλάσθητι· δοτικῇ. ἵλεώς μοι γένοιο.
ι 300	Ἱλάσκεσθαι: ἐξιλεοῦσθαι.
ι 301	Ἰλάσκονται: περὶ τὸν αὐτὸν εἰλοῦνται τόπον, ἢ ἐν κύκλῳ πλανῶνται.
ι 302	Ἱλασμός: εὐμένεια, πραότης, συγχώρησις. εἴτε διαλλαγή.
ι 303	Ἱλαστήριον: θυσιαστήριον.
ι 304	Ἰλεδανοί: οἱ δεσμοί.
ι 305	Ἰλεός: ἡ κατάδυσις τοῦ ὄφεως, ὁ φωλεός. σημαίνει δὲ καὶ ὄνομα νόσου περὶ τοὺς ἵππους γινόμενον.
ι 306	Ἱλεοῦμαι· αἰτιατικῇ.
ι 307	Ἵλεω: πρᾶον. καὶ Ἵλεως, τὸ Ἀττικόν, εὐμενής.
ι 308	Ἱλεωτήριον: ἱλαστήριον.
ι 309	Ἰλεύς: ὄνομα κύριον.
ι 310	Ἴλλειν: συνέχειν.
ι 311	Ἴλη: σύστημα. συστροφή, τάξις ὄχλου ἱππικοῦ. κυρίως δὲ φατρία. μία δ’ ἐκκλησίας ἀνδρῶν ἴλη. Εὐνάπιος· τότε δὲ ἴλη τῶν καταφράκτων ἱππέων ὑπὲρ τοὺς υʹ ἐς τοὺς ὀπισθοφύλακας κατερράγη.
ι 312	Ἱλήκοις: ἵλεως καὶ εὐμενὴς γενοῦ. ἐν Ἐπιγράμμασι· ἱλήκοις, Διόνυσε, τεῆς ἀμέλησα χορείης.
ι 313	Ἰλιάς: τὸ πλῆθος.
ι 314	Ἰλιὰς κακῶν: ἐπὶ τῶν μεγάλων κακῶν.
ι 315	Ἰλιβηνοί: ὄνομα ἔθνους.
ι 316	Ἰλιγγιᾷ: ὅταν περὶ τὴν καρδίαν στρόφος γένηται, ἐπακολουθεῖ σκότος· καὶ τοῦτο καλοῦσι τὸ πάθος ἴλιγγον. ἰστέον ὅτι εἰλιγγιῶ διὰ διφθόγγου, ἴλιγγος δὲ διὰ τοῦ ι.
ι 317	Ἰλιεύς: ὁ ἀπὸ τῆς Ἰλίου πόλεως. καὶ Ἰλιέων.
ι 318	Ἰλίεια Ἀθηνᾶ: ἡ παρ’ Ἰλιεῦσι τιμωμένη.
ι 319	Ἰλλίζω: διανεύω.
ι 320	Ἴλιον: ἡ τῆς Φρυγίας πόλις. ὅτε τὰ κατὰ τοὺς Ἀργοναύτας ἐπράχθη, τηνικαῦτα παρ’ Ἕλλησιν ἐχρημάτιζε καὶ Ἐρυθρὰ Σίβυλλα· κατὰ δὲ τὴν Φρυγῶν χώραν Τρώς, ὁ πατὴρ Ἴλου καὶ Γαννυμήδους, ἐβασίλευσε κτίσας τὴν μὲν Τροίαν εἰς ἴδιον ὄνομα, τὸ δὲ Ἴλιον εἰς ὄνομα τοῦ υἱοῦ αὐτοῦ. καὶ πληρώσας τὰς πόλεις πάντας τοὺς τοπάρχας ἐν τοῖς ἐγκαινίοις προετρέψατο δίχα Ταντάλου τοῦ βασι‐ λέως τῆς Θρᾴκης. καὶ μετά τινα χρόνον ἀπέστειλε τὸν υἱὸν αὐτοῦ Γαννυμήδην τὸν ἀγαπώμενον ὑπ’ αὐτοῦ σφόδρα θυσίαν ἀπάγειν καὶ δῶρα τῷ Εὐρωπαίῳ Διῒ ὑπὲρ εὐχαριστίας, δεδωκὼς αὐτῷ ἄνδρας πεντήκοντα. νομίσας οὖν ὁ Τάνταλος ὅτι κατάσκοπος ἐπέμφθη τῆς αὐτοῦ βασιλείας, ἐκράτησεν αὐτὸν πρὶν ἢ καταλαβεῖν τὸ ἱερόν. καὶ μαθὼν τὴν αἰτίαν ἐθεράπευσεν. ὁ δὲ μικρὸν διατρίψας καὶ νόσῳ πιεσθεὶς ἐτελεύτα. λυπηθεὶς δὲ ὁ Τάνταλος αὐτὸν μὲν ἔθηκεν ἐν σορῷ, τοὺς δὲ σὺν αὐτῷ ἀπέστειλεν ἀπαγγελοῦντας τῷ πατρὶ τὸν ἐκείνου θάνατον. οἱ δὲ ποιηταὶ ἁρπαγῆναι τὸν Γαννυμήδην ὑπὸ τοῦ Διὸς ἔγραψαν, τὸ ὀξὺ τοῦ θανάτου μυθολογήσαντες.
ι 321	Ἰλισσός: ὄνομα τόπου, καὶ ποταμοῦ.
ι 322	Ἰλλόμενος: δεσμευόμενος.
ι 323	Ἴλλον: στρεβλόν, στραβόν· ἢ τυφλόν. Ἀριστοφάνης· ἴλλος γε‐ γένημαι· ὁ δ’ οὐδέπω. καὶ τὸ πληθυντικὸν Ἴλλοι.
ι 324	Ἴλλος: ὄνομα κύριον. ὃς ἦν μάγιστρος Ζήνωνος.
ι 325	Ἰλλοῦστον· εὑρὼν δὲ Ἰλλοῦστον φθορέα ἐκρέμασεν ἐπὶ διδύμου ξύλου. τουτέστιν εἰς φοῦρκαν.
ι 326	Ἰλλώπτειν. ἐν Ἐπιγράμμασι· τῷ γλυκερὸν καὶ θῆλυ κατιλ‐ λώπτοντι Πριήπῳ.
ι 327	Ἰλλυριοί: βάρβαροι Θρᾳκικοί, οἱ δὲ Περσίδος αὐτούς φασιν. καί φησιν Ἀριστοφάνης· Ἰλλυριοὶ κεκριγότες. ἀντὶ τοῦ ποιὰν φωνὴν ἀποτελοῦντες. κεκριγότες οὖν διὰ τὴν ἀσάφειαν τῆς φωνῆς αὐτῶν. κρίγη γὰρ ὁ τῶν ἀποθνησκόντων τρισμὸς τοῖς ὀδοῦσι γινόμενος.
ι 328	Ἰλύς: βόρβορος. καὶ Ἰλύσι τὸ πληθυντικόν.
ι 329	Ἰλυσπῶντες: συνειλούμενοι. εἰς τέλμα βοῦν ἐμπεσόντα καὶ ἰλυσπώμενον ἕως τεθνάναι.
ι 330	Ἰλυοῖσι: ταῖς καταδύσεσιν. ἑρπετὰ δ’ ἰλυοῖσιν ἐνέκρυφεν.
ι 331	Ἱμᾶν καὶ Ἱμεῖν: ἀντλεῖν· ἀνέλκειν, ἀνασπᾶν.
ι 332	Ἱμάντες: λῶροι, δεσμοί. ἱμάντι τε πολλῷ ξυνδεθῆναι ἐντει‐ λάμενος ἑκάστῳ ἀνδρί.
ι 333	Ἱμάντωσις: δέσις ξύλων ἐμβαλλομένων ἐν τοῖς οἰκοδομήμασιν.
ι 334	Ἱμάς: ὁ λῶρος.
ι 335	Ἵμασεν: ἐμάστιξεν.
ι 336	Ἱμάσθλην: μάστιγα. ἐν Ἐπιγράμμασι· κώπην θ’ ἅμα νηὸς ἱμάσθλην.
ι 337	Ἱμάσσω: πλήξω, πατάξω.
ι 338	Ἱματίδιον: τὸ μικρὸν ἱμάτιον.
ι 339	Ἱματισμένος: ἐνδεδυμένος. ἱματισμένον καὶ σωφρονοῦντα. διὰ τοῦ ι.
ι 340	Ἱματισμός: ἡ ἐσθής.
ι 341	Ἴμβρασος: ὄνομα κύριον.
ι 342	Ἴμβρος: ποταμός, μικρόν· Ἴμβρως δὲ κύριον, μέγα.
ι 343	Ἱμαῖον ᾆσμα: τὸ ἐπὶ τῇ ἀντλήσει λεγόμενον· παρὰ τὸ ἱμᾶν. οἱ δὲ τὸ μυλωθρικόν. καὶ πού τις ἀνὴρ ὑδατηγὸς ἱμαῖον ἔγρει. Καλλίμαχος Ἑκάλῃ.
ι 344	Ἱμαῖος: ἡ ἐπιμύλιος ᾠδή. δηλοῖ δὲ καὶ ὄνομα κύριον.
ι 345	Ἱμέρα: ὄνομα πόλεως.
ι 346	Ἱμεραία: γραῦς τις. καὶ πόλις· ἐκ δὴ τούτων νόσοι καὶ τροφῶν ἀπορίαι τὴν Ἱμεραίαν κατέσχον.
ι 347	Ἱμεραῖος: ὁ ἀπὸ τῆς πόλεως Ἱμέρας.
ι 348	Ἱμέριος, Ἀμεινίου ῥήτορος, Προυσιάδος τῆς Βιθυνίας, σοφιστὴς τῶν ἐπὶ Ἰουλιανοῦ τοῦ βασιλέως, ἀντιπαιδεύσας Προαιρεσίῳ ἐν Ἀθή‐ ναις· πηρὸς τὰς ὄψεις ἐν γήρᾳ. ἔγραψε μελέτας.
ι 349	Ἱμερίας: ποταμός.
ι 350	Ἱμερόεντα: ἐράσμιον. λάμποντα. ἐν Ἐπιγράμμασι· αὐτή σοι Κυθέρεια τὸν ἱμερόεντ’ ἀπὸ μαστῶν κεστὸν ἔδωκεν ἔχειν. καὶ Ἱμερόεις, ὁ ἐπιθυμητικός.
ι 351	Ἵμερος: ἡ ἐπιθυμία. ἵμερος αὐτὸν εἰσῆλθε διάπυρος ἰδεῖν Μάρκελλον νεκρόν.
ι 352	Ἱμερτής: ὁ ἐπιθυμητής.
ι 353	Ἱμερτός: καλός, ἐπέραστος, ποθεινός.
ι 354	Ἱμείρω· γενικῇ. καὶ Ἱμείρομαι· γενικῇ. ἐπιθυμῶ. τὸ ἱμεί‐ ρειν τοῦ βίου καὶ φιλοζωεῖν τῆς μεγίστης ἀγεννείας ἐστὶ σημεῖον καὶ κακίας.
ι 355	Ἱμητόν: τὸ ἀντλητόν. Ἱμονιὰ γὰρ τὸ τοῦ ἀντλήματος σχοινίον. οἱ δὲ Ἄβαροι ἐχώρουν ἵνα ὁ Δάναπρις ἔρρει ποταμός.
ι 356	Ἱμονιά. τὸ δὲ φρέαρ ἅτε ὀρεινὸν ὂν κοῖλον ἦν καὶ βαθὺ ὥστε δεῖν ἱμονιᾶς μακρᾶς. οἱ δὲ αὐτὸ τὸ ἀντλητήριον· παρὰ τὸν ἱμάντα.
ι 357	Ἱμονιοστρόφου μέλη· ἱμονιὰ καλεῖται τὸ ἀντλητήριον τῶν φρεάτων. ἱμαῖον δὲ τὸ ᾆσμα. ἱμονιοστρόφου δὲ τοῦ εὐτελοῦς.
ι 358	Ἱμονιᾶν: ἀποπατεῖν· ἀντὶ τοῦ μακρὰ χέζειν· ἀπὸ τοῦ σχοινίου, δι’ οὗ τὰ ὕδατα ἀρύονται, ὃ καλοῦσιν ἱμονιάν. καὶ Ἀριστοφάνης· πόθεν συνέλεξας ἱμονιοστρόφου μέλη; ᾖδον δὲ ᾆσμα οἱ ἀντληταὶ ἱμαῖον.
