Prometheus Bound
Προμηθεὺς Δεσμώτης
by Aeschylus the Tragedian
eul_wid: emo-ac    eul_aid: emo

Period   Classical
Dialect  Attic Drama
Domain   Drama
Format   Verse

Prometheus Bound is an ancient Greek tragedy traditionally ascribed to Aeschylus. The play dramatizes the punishment of the Titan Prometheus, who is bound to a remote Scythian cliff by order of Zeus for the crime of stealing fire from the gods and bestowing it upon humanity. Its dramatic structure is singular, as the immobilized protagonist remains fixed upon the rock throughout the action, which unfolds entirely through a series of dialogues with visitors. These include a chorus of Oceanids, the sea nymph daughters of Oceanus; the Titan Oceanus himself; the maiden Io, who has been transformed into a cow and driven mad by the wrath of Hera; and finally the messenger god Hermes, who delivers Zeus's final ultimatum. The play concludes with Prometheus, defiant and in possession of a secret prophecy that threatens Zeus's reign, being cast into the abyss as the cliff collapses around him.

Scholarly consensus on the play's date and authorship remains unsettled. While transmitted as part of the Aeschylean corpus, significant stylistic and metrical divergences from his authenticated works have led many modern scholars to propose a later composition, possibly in the 430s BCE, by an unknown playwright. It is generally believed to have been the first play in a connected trilogy, followed by the lost works Prometheus Unbound and Prometheus the Fire-Bearer; the absence of these companion pieces limits a complete understanding of the trilogy's overarching theological and philosophical resolution. Thematically, the work explores profound conflicts between intelligence and tyrannical power, the civilizing gifts bestowed upon humanity, and the nature of righteous suffering in defiance of unjust authority. Its enduring portrayal of Prometheus as the defiant benefactor of mankind has established the figure as a potent and recurring symbol in Western literature, art, and political thought.

Text
----

1	ΚΡΑΤΟΣ
310.4	θακῶν κλύοι Ζεύς, ὥστε σοι τὸν νῦν ὄχλον
310.5	παρόντα μόχθων παιδιὰν εἶναι δοκεῖν.
315.1	ἀλλ’, ὦ ταλαίπωρ’, ἃς ἔχεις ὀργὰς ἄφες,
315.2	ζήτει δὲ τῶνδε πημάτων ἀπαλλαγάς.
315.3	ἀρχαῖ’ ἴσως σοι φαίνομαι λέγειν τάδε.
315.4	τοιαῦτα μέντοι τῆς ἄγαν ὑψηγόρου
315.5	γλώσσης, Προμηθεῦ, τἀπίχειρα γίγνεται.
320.1	σὺ δ’ οὐδέπω ταπεινὸς οὐδ’ εἴκεις κακοῖς,
320.2	πρὸς τοῖς παροῦσι δ’ ἄλλα προσλαβεῖν θέλεις.
320.3	οὔκουν ἔμοιγε χρώμενος διδασκάλῳ
320.4	πρὸς κέντρα κῶλον ἐκτενεῖς, ὁρῶν ὅτι
320.5	τραχὺς μόναρχος οὐδ’ ὑπεύθυνος κρατεῖ.
325.1	καὶ νῦν ἐγὼ μὲν εἶμι καὶ πειράσομαι
325.2	ἐὰν δύνωμαι τῶνδέ ς’ ἐκλῦσαι πόνων·
325.3	σὺ δ’ ἡσύχαζε μηδ’ ἄγαν λαβροστόμει.
325.4	ἢ οὐκ οἶσθ’ ἀκριβῶς ὢν περισσόφρων ὅτι
325.5	γλώσσῃ ματαίᾳ ζημία προστρίβεται;
330	Πρ.ζηλῶ ς’ ὁθούνεκ’ ἐκτὸς αἰτίας κυρεῖς,
unit_107.1	 πάντων μετασχὼν καὶ τετολμηκὼς ἐμοί.
unit_107.2	καὶ νῦν ἔασον μηδέ σοι μελησάτω.
unit_107.3	πάντως γὰρ οὐ πείσεις νιν· οὐ γὰρ εὐπιθής.
unit_107.4	πάπταινε δ’ αὐτὸς μή τι πημανθῇς ὁδῷ.
335.1	Ωκ.πολλῷ γ’ ἀμείνων τοὺς πέλας φρενοῦν ἔφυς
335.2	ἢ σαυτόν· ἔργῳ κοὐ λόγῳ τεκμαίρομαι.
335.3	ὁρμώμενον δὲ μηδαμῶς ἀντισπάσῃς.
335.4	αὐχῶ γάρ, αὐχῶ, τήνδε δωρειὰν ἐμοὶ
335.5	δώσειν Δί’, ὥστε τῶνδέ ς’ ἐκλῦσαι πόνων.
340.1	Πρ.τὰ μέν ς’ ἐπαινῶ κοὐδαμῇ λήξω ποτέ·
340.2	προθυμίας γὰρ οὐδὲν ἐλλείπεις. ἀτὰρ
340.3	μηδὲν πόνει· μάτην γὰρ οὐδὲν ὠφελῶν
340.4	ἐμοὶ πονήσεις, εἴ τι καὶ πονεῖν θέλεις.
340.5	ἀλλ’ ἡσύχαζε σαυτὸν ἐκποδὼν ἔχων·
345.1	ἐγὼ γὰρ οὐκ εἰ δυστυχῶ, τοῦδ’ εἵνεκα
345.2	θέλοιμ’ ἂν ὡς πλείστοισι πημονὰς τυχεῖν.
345.3	οὐ δῆτ’, ἐπεί με καὶ κασιγνήτου τύχαι
345.4	τείρους’ Ἄτλαντος, ὃς πρὸς ἑσπέρους τόπους
345.5	ἕστηκε κίον’ οὐρανοῦ τε καὶ χθονὸς
unit_111.1	ὤμοις ἐρείδων, ἄχθος οὐκ εὐάγκαλον.
unit_111.2	τὸν γηγενῆ τε Κιλικίων οἰκήτορα
unit_111.3	ἄντρων ἰδὼν ᾤκτιρα, δάιον τέρας,
unit_111.4	ἑκατογκάρανον πρὸς βίαν χειρούμενον,
unit_111.5	 Τυφῶνα θοῦρον. ὃς πᾶσιν ἀντέστη θεοῖς,
355.1	σμερδναῖσι γαμφηλαῖσι συρίζων φόβον,
355.2	ἐξ ὀμμάτων δ’ ἤστραπτε γοργωπὸν σέλας,
unit_113.1	ὡς τὴν Διὸς τυραννίδ’ ἐκπέρσων βίᾳ·
unit_113.2	ἀλλ’ ἦλθεν αὐτῷ Ζηνὸς ἄγρυπνον βέλος,
unit_113.3	καταιβάτης κεραυνὸς ἐκπνέων φλόγα,
360.1	ὃς αὐτὸν ἐξέπληξε τῶν ὑψηγόρων
360.2	κομπασμάτων. φρένας γὰρ εἰς αὐτὰς τυπεὶς
360.3	ἐφεψαλώθη κἀξεβροντήθη σθένος.
360.4	καὶ νῦν ἀχρεῖον καὶ παράορον δέμας
360.5	κεῖται στενωποῦ πλησίον θαλασσίου
365.1	ἰπούμενος ῥίζαισιν Αἰτναίαις ὕπο.
365.2	κορυφαῖς δ’ ἐν ἄκραις ἥμενος μυδροκτυπεῖ
365.3	Ἥφαιστος, ἔνθεν ἐκραγήσονταί ποτε
365.4	ποταμοὶ πυρὸς δάπτοντες ἀγρίαις γνάθοις
365.5	τῆς καλλικάρπου Σικελίας λευροὺς γύας·
370.1	τοιόνδε Τυφὼς ἐξαναζέσει χόλον
370.2	θερμοῖς ἀπλάτου βέλεσι πυρπνόου ζάλης,
370.3	καίπερ κεραυνῷ Ζηνὸς ἠνθρακωμένος.
370.4	σὺ δ’ οὐκ ἄπειρος, οὐδ’ ἐμοῦ διδασκάλου
370.5	χρῄζεις· σεαυτὸν σῷζ’ ὅπως ἐπίστασαι·
375.1	ἐγὼ δὲ τὴν παροῦσαν ἀντλήσω τύχην,
375.2	ἔστ’ ἂν Διὸς φρόνημα λωφήσῃ χόλου.
375.3	Ωκ.οὔκουν, Προμηθεῦ, τοῦτο γιγνώσκεις, ὅτι
375.4	ὀργῆς νοσούσης εἰσὶν ἰατροὶ λόγοι;
375.5	Πρ.ἐάν τις ἐν καιρῷ γε μαλθάσσῃ κέαρ
380.1	καὶ μὴ σφριγῶντα θυμὸν ἰσχναίνῃ βίᾳ.
380.2	Ωκ.ἐν τῷ προθυμεῖσθαι δὲ καὶ τολμᾶν τίνα
380.3	ὁρᾷς ἐνοῦσαν ζημίαν; δίδασκέ με.
unit_119.1	Πρ.μόχθον περισσὸν κουφόνουν τ’ εὐηθίαν.
unit_119.2	Ωκ.ἔα με τῇδε τῇ νόσῳ νοσεῖν, ἐπεὶ
385.1	κέρδιστον εὖ φρονοῦντα μὴ φρονεῖν δοκεῖν.
385.2	Πρ.ἐμὸν δοκήσει τἀμπλάκημ’ εἶναι τόδε.
385.3	Ωκ.σαφῶς μ’ ἐς οἶκον σὸς λόγος στέλλει πάλιν.
385.4	Πρ.μὴ γάρ σε θρῆνος οὑμὸς εἰς ἔχθραν βάλῃ.
385.5	Ωκ.ἦ τῷ νέον θακοῦντι παγκρατεῖς ἕδρας;
390.1	Πρ.τούτου φυλάσσου μή ποτ’ ἀχθεσθῇ κέαρ.
390.2	Ωκ.ἡ σή, Προμηθεῦ, συμφορὰ διδάσκαλος.
390.3	Πρ.στέλλου, κομίζου, σῷζε τὸν παρόντα νοῦν.
390.4	Ωκ.ὁρμωμένῳ μοι τόνδ’ ἐθώυξας λόγον.
390.5	λευρὸν γὰρ οἷμον αἰθέρος ψαίρει πτεροῖς
395.1	τετρασκελὴς οἰωνός· ἄσμενος δέ τἂν
395.2	σταθμοῖς ἐν οἰκείοισι κάμψειεν γόνυ.
396	ΧΟΡΟΣ
397.1	στένω σε τᾶς οὐ‐[στρ. α.
397.2	λομένας τύχας, Προμηθεῦ·
397.3	δακρυσίστακτον [δ’] ἀπ’ ὄσσων
unit_125.1	ῥαδινῶν λειβομένα ῥέος παρειὰν
unit_125.2	νοτίοις ἔτεγξα παγαῖς·
unit_125.3	ἀμέγαρτα γὰρ τάδε Ζεὺς
unit_125.4	ἰδίοις νόμοις κρατύνων
unit_125.5	ὑπερήφανον θεοῖς τοῖς
405	πάρος ἐνδείκνυσιν αἰχμάν.
405	πρόπασα δ’ ἤδη[ἀντ. α.
unit_128.1	στονόεν λέλακε χώρα,
unit_128.2	μεγαλοσχήμονά τ’ ἀρχαι‐
unit_128.3	οπρεπῆ –– στένουσι τὰν σὰν
410.1	ξυνομαιμόνων τε τιμάν·
410.2	ὁπόσοι τ’ ἔποικον ἁγνᾶς
410.3	Ἀσίας ἕδος νέμονται,
410.4	μεγαλοστόνοισι σοῖς πή‐
410.5	μασι συγκάμνουσι θνατοί.
415.1	Κολχίδος τε γᾶς ἔνοικοι[στρ. β.
415.2	παρθένοι, μάχας ἄτρεστοι,
415.3	καὶ Σκύθης ὅμιλος, οἳ γᾶς
415.4	ἔσχατον τόπον ἀμφὶ Μαι‐
415.5	ῶτιν ἔχουσι λίμναν,
420.1	Ἀραβίας τ’ ἄρειον ἄνθος,[ἀντ. β.
420.2	ὑψίκρημνον οἳ πόλισμα
420.3	Καυκάσου πέλας νέμονται,
420.4	δάιος στρατός, ὀξυπρῴ‐
420.5	ροισι βρέμων ἐν αἰχμαῖς.
425.1	 μόνον δὴ πρόσθεν ἄλλον ἐν πόνοις
425.2	δαμέντ’ ἀκαμαντοδέτοις
425.3	Τιτᾶνα λύμαις εἰσιδόμαν, θεὸν
unit_133.1	Ἄτλανθ’, ὃς αἰὲν ὑπέροχον σθένος κραταιὸν
unit_133.2	... οὐράνιόν τε πόλον
430	νώτοις ὑποστενάζει.
430.1	βοᾷ δὲ πόντιος κλύδων
430.2	ξυμπίτνων, στένει βυθός,
430.3	κελαινὸς [δ’] Ἄιδος ὑποβρέμει μυχὸς γᾶς,
430.4	παγαί θ’ ἁγνορύτων ποταμῶν
435	στένουσιν ἄλγος οἰκτρόν.
435.1	Πρ.μή τοι χλιδῇ δοκεῖτε μηδ’ αὐθαδίᾳ
435.2	σιγᾶν με· συννοίᾳ δὲ δάπτομαι κέαρ,
435.3	ὁρῶν ἐμαυτὸν ὧδε προυσελούμενον.
435.4	καίτοι θεοῖσι τοῖς νέοις τούτοις γέρα
440.1	τίς ἄλλος ἢ ’γὼ παντελῶς διώρισεν;
440.2	ἀλλ’ αὐτὰ σιγῶ. καὶ γὰρ εἰδυίαισιν ἂν
440.3	ὑμῖν λέγοιμι· τἀν βροτοῖς δὲ πήματα
440.4	ἀκούσαθ’, ὥς σφας νηπίους ὄντας τὸ πρὶν
440.5	ἔννους ἔθηκα καὶ φρενῶν ἐπηβόλους.
445.1	λέξω δέ, μέμψιν οὔτιν’ ἀνθρώποις ἔχων,
445.2	ἀλλ’ ὧν δέδωκ’ εὔνοιαν ἐξηγούμενος·
445.3	οἳ πρῶτα μὲν βλέποντες ἔβλεπον μάτην,
445.4	κλύοντες οὐκ ἤκουον, ἀλλ’ ὀνειράτων
445.5	ἀλίγκιοι μορφαῖσι τὸν μακρὸν βίον
unit_140.1	ἔφυρον εἰκῇ πάντα, κοὔτε πλινθυφεῖς
unit_140.2	δόμους προσείλους ᾖσαν, οὐ ξυλουργίαν·
unit_141.1	κατώρυχες δ’ ἔναιον ὥστ’ ἀήσυροι
unit_141.2	μύρμηκες ἄντρων ἐν μυχοῖς ἀνηλίοις.
unit_141.3	ἦν δ’ οὐδὲν αὐτοῖς οὔτε χείματος τέκμαρ
455.1	οὔτ’ ἀνθεμώδους ἦρος οὔτε καρπίμου
455.2	θέρους βέβαιον, ἀλλ’ ἄτερ γνώμης τὸ πᾶν
455.3	ἔπρασσον, ἔστε δή σφιν ἀντολὰς ἐγὼ
455.4	ἄστρων ἔδειξα τάς τε δυσκρίτους δύσεις.
455.5	καὶ μὴν ἀριθμόν, ἔξοχον σοφισμάτων,
460.1	ἐξηῦρον αὐτοῖς, γραμμάτων τε συνθέσεις,
460.2	μνήμην ἁπάντων, μουσομήτορ’ ἐργάνην.
460.3	κἄζευξα πρῶτος ἐν ζυγοῖσι κνώδαλα
460.4	ζεύγλαισι δουλεύοντα σώμασίν θ’ ὅπως
460.5	θνητοῖς μεγίστων διάδοχοι μοχθημάτων
465.1	γένοινθ’, ὑφ’ ἅρμα τ’ ἤγαγον φιληνίους
465.2	ἵππους, ἄγαλμα τῆς ὑπερπλούτου χλιδῆς.
465.3	θαλασσόπλαγκτα δ’ οὔτις ἄλλος ἀντ’ ἐμοῦ
465.4	λινόπτερ’ ηὗρε ναυτίλων ὀχήματα.
465.5	τοιαῦτα μηχανήματ’ ἐξευρὼν τάλας
470.1	βροτοῖσιν, αὐτὸς οὐκ ἔχω σόφισμ’ ὅτῳ
470.2	τῆς νῦν παρούσης πημονῆς ἀπαλλαγῶ.
470.3	Χο.πέπονθας αἰκὲς πῆμ’ ἀποσφαλεὶς φρενῶν
470.4	πλάνῃ, κακὸς δ’ ἰατρὸς ὥς τις ἐς νόσον
470.5	πεσὼν ἀθυμεῖς καὶ σεαυτὸν οὐκ ἔχεις
475.1	εὑρεῖν ὁποίοις φαρμάκοις ἰάσιμος.
475.2	Πρ.τὰ λοιπά μου κλύουσα θαυμάσῃ πλέον,
unit_147.1	οἵας τέχνας τε καὶ πόρους ἐμησάμην.
unit_147.2	τὸ μὲν μέγιστον, εἴ τις ἐς νόσον πέσοι,
unit_147.3	οὐκ ἦν ἀλέξημ’ οὐδέν, οὔτε βρώσιμον,
480.1	οὐ χριστόν, οὐδὲ πιστόν, ἀλλὰ φαρμάκων
480.2	χρείᾳ κατεσκέλλοντο, πρίν γ’ ἐγώ σφισιν
480.3	ἔδειξα κράσεις ἠπίων ἀκεσμάτων,
480.4	αἷς τὰς ἁπάσας ἐξαμύνονται νόσους.
480.5	τρόπους τε πολλοὺς μαντικῆς ἐστοίχισα,
485.1	κἄκρινα πρῶτος ἐξ ὀνειράτων ἃ χρὴ
485.2	ὕπαρ γενέσθαι, κληδόνας τε δυσκρίτους
485.3	ἐγνώρις’ αὐτοῖς ἐνοδίους τε συμβόλους.
485.4	γαμψωνύχων τε πτῆσιν οἰωνῶν σκεθρῶς
485.5	διώρις’, οἵτινές τε δεξιοὶ φύσιν
490.1	εὐωνύμους τε, καὶ δίαιταν ἥντινα
490.2	ἔχους’ ἕκαστοι, καὶ πρὸς ἀλλήλους τίνες
490.3	ἔχθραι τε καὶ στέργηθρα καὶ συνεδρίαι·
490.4	σπλάγχνων τε λειότητα, καὶ χροιὰν τίνα
490.5	ἔχους’ ἂν εἴη δαίμοσιν πρὸς ἡδονὴν
495.1	χολή, λοβοῦ τε ποικίλην εὐμορφίαν·
495.2	κνίσῃ τε κῶλα συγκαλυπτὰ καὶ μακρὰν
495.3	ὀσφῦν πυρώσας δυστέκμαρτον εἰς τέχνην
495.4	ὥδωσα θνητούς, καὶ φλογωπὰ σήματα
495.5	ἐξωμμάτωσα, πρόσθεν ὄντ’ ἐπάργεμα.
unit_152.1	τοιαῦτα μὲν δὴ ταῦτ’· ἔνερθε δὲ χθονὸς
unit_152.2	κεκρυμμέν’ ἀνθρώποισιν ὠφελήματα,
unit_152.3	χαλκόν, σίδηρον, ἄργυρον χρυσόν τε, τίς
unit_152.4	φήσειεν ἂν πάροιθεν ἐξευρεῖν ἐμοῦ;
unit_152.5	οὐδείς, σάφ’ οἶδα, μὴ μάτην φλῦσαι θέλων.
505	βραχεῖ δὲ μύθῳ πάντα συλλήβδην μάθε,
unit_154.1	πᾶσαι τέχναι βροτοῖσιν ἐκ Προμηθέως.
unit_154.2	Χο.μή νυν βροτοὺς μὲν ὠφέλει καιροῦ πέρα,
unit_154.3	σαυτοῦ δ’ ἀκήδει δυστυχοῦντος· ὡς ἐγὼ
unit_154.4	εὔελπίς εἰμι τῶνδέ ς’ ἐκ δεσμῶν ἔτι
510.1	λυθέντα μηδὲν μεῖον ἰσχύσειν Διός.
510.2	Πρ.οὐ ταῦτα ταύτῃ Μοῖρά πω τελεσφόρος
510.3	κρᾶναι πέπρωται, μυρίαις δὲ πημοναῖς
510.4	δύαις τε καμφθεὶς ὧδε δεσμὰ φυγγάνω·
510.5	τέχνη δ’ ἀνάγκης ἀσθενεστέρα μακρῷ.
515.1	Χο.τίς οὖν ἀνάγκης ἐστὶν οἰακοστρόφος;
515.2	Πρ.Μοῖραι τρίμορφοι μνήμονές τ’ Ἐρινύες.
515.3	Χο.τούτων ἄρα Ζεύς ἐστιν ἀσθενέστερος;
515.4	Πρ.οὔκουν ἂν ἐκφύγοι γε τὴν πεπρωμένην.
515.5	Χο.τί γὰρ πέπρωται Ζηνὶ πλὴν ἀεὶ κρατεῖν;
520.1	Πρ.τοῦτ’ οὐκέτ’ ἂν πύθοιο, μηδὲ λιπάρει.
520.2	Χο.ἦ πού τι σεμνόν ἐστιν ὃ ξυναμπέχεις.
520.3	Πρ.ἄλλου λόγου μέμνησθε, τόνδε δ’ οὐδαμῶς
520.4	καιρὸς γεγωνεῖν, ἀλλὰ συγκαλυπτέος
520.5	ὅσον μάλιστα· τόνδε γὰρ σῴζων ἐγὼ
525	δεσμοὺς ἀεικεῖς καὶ δύας ἐκφυγγάνω.
527	ΧΟΡΟΣ
527.1	μηδάμ’ ὁ πάντα νέμων[στρ. α.
527.2	θεῖτ’ ἐμᾷ γνώμᾳ κράτος ἀντίπαλον Ζεύς,
527.3	μηδ’ ἐλινύσαιμι θεοὺς ὁσίαις
530	θοίναις ποτινισσομένα
531-532	βουφόνοις παρ’ Ὠκεανοῦ πατρὸς ἄσβεστον πόρον,
533.1	μηδ’ ἀλίτοιμι λόγοις·
533.2	ἀλλά μοι τόδ’ ἐμμένοι
535	καὶ μήποτ’ ἐκτακείη·
537.1	ἡδύ τι θαρσαλέαις[ἀντ. α.
537.2	τὸν μακρὸν τείνειν βίον ἐλπίσι, φαναῖς
537.3	θυμὸν ἀλδαίνουσαν ἐν εὐφροσύναις,
540.1	φρίσσω δέ σε δερκομένα
540.2	μυρίοις μόχθοις διακναιόμενον –––.
540.3	Ζῆνα γὰρ οὐ τρομέων
540.4	ἰδίᾳ γνώμᾳ σέβῃ
540.5	θνατοὺς ἄγαν, Προμηθεῦ.
545.1	φέρε, πῶς χάρις ἁ χάρις, ὦ[στρ. β.
545.2	φίλος; εἰπέ, ποῦ τις ἀλκά;
545.3	τίς ἐφαμερίων ἄρηξις; οὐδ’ ἐδέρχθης
545.4	ὀλιγοδρανίαν ἄκικυν,
545.5	ἰσόνειρον, ᾇ τὸ φωτῶν
unit_168.1	ἀλαὸν γένος ἐμπεποδισμένον; οὔποτε ––
unit_168.2	τὰν Διὸς ἁρμονίαν θνατῶν παρεξίασι βουλαί.
553.1	ἔμαθον τάδε σὰς προσιδοῦσ’[ἀντ. β.
553.2	ὀλοὰς τύχας, Προμηθεῦ.
555.1	τὸ διαμφίδιον δέ μοι μέλος προσέπτα
555.2	τόδ’ ἐκεῖνό θ’ ὅ τ’ ἀμφὶ λουτρὰ
555.3	καὶ λέχος σὸν ὑμεναίουν
558-559	ἰότατι γάμων, ὅτε τὰν ὁμοπάτριον ἕδνοις
560	ἄγαγες Ἡσιόναν πιθὼν δάμαρτα κοινόλεκτρον.
560	ΙΩ
561.1	τίς γῆ; τί γένος; τίνα φῶ λεύσσειν
561.2	τόνδε χαλινοῖς ἐν πετρίνοισιν
562.1	χειμαζόμενον;
562.2	τίνος ἀμπλακίας ποινὰς ὀλέκῃ;
562.3	σήμηνον ὅποι
565	γῆς ἡ μογερὰ πεπλάνημαι.
565	ἆ ἆ, ἓ ἕ·
566.1	χρίει τίς αὖ με τὰν τάλαιναν οἶστρος;
566.2	εἴδωλον Ἄργου γηγενοῦς· ἄλευ’, ἆ δᾶ· φοβοῦμαι,
566.3	τὸν μυριωπὸν εἰσορῶσα βούταν.
566.4	ὁ δὲ πορεύεται δόλιον ὄμμ’ ἔχων,
570.1	ὃν οὐδὲ κατθανόντα γαῖα κεύθει.
570.2	ἀλλ’ ἐμὲ τὰν τάλαιναν
570.3	ἐξ ἐνέρων περῶν κυναγεῖ, πλανᾷ
570.4	τε νῆστιν ἀνὰ τὰν παραλίαν ψάμμον.
573	ὑπὸ δὲ κηρόπλαστος ὀτοβεῖ δόναξ[στρ. α.
575.1	ἀχέτας ὑπνοδόταν νόμον·
575.2	ἰὼ ἰὼ πόποι, ποῖ μ’ ἄγουσι τηλέπλαγκτοι πλάναι;
575.3	τί ποτέ μ’, ὦ Κρόνιε παῖ, τί ποτε ταῖσδ’
575.4	ἐνέζευξας εὑρὼν ἁμαρτοῦσαν ἐν πημοναῖσιν,
575.5	ἓ ἕ·
580.1	οἰστρηλάτῳ δὲ δείματι δειλαίαν
580.2	παράκοπον ὧδε τείρεις;
580.3	πυρί 〈με〉 φλέξον, ἢ χθονὶ κάλυψον, ἢ
580.4	ποντίοις δάκεσι δὸς βοράν,
580.5	μηδέ μοι φθονήσῃς
584	εὐγμάτων, ἄναξ.
585.1	ἄδην με πολύπλανοι πλάναι
585.2	γεγυμνάκασιν, οὐδ’ ἔχω μαθεῖν ὅπῃ
585.3	πημονὰς ἀλύξω.
585.4	κλύεις φθέγμα τᾶς βούκερω παρθένου;
588	Πρ.πῶς δ’ οὐ κλύω τῆς οἰστροδινήτου κόρης
590.1	τῆς Ἰναχείας, ἣ Διὸς θάλπει κέαρ
590.2	ἔρωτι, καὶ νῦν τοὺς ὑπερμήκεις δρόμους
590.3	Ἥρᾳ στυγητὸς πρὸς βίαν γυμνάζεται;
592.1	Ιω.πόθεν ἐμοῦ σὺ πατρὸς ὄνομ’ ἀπύεις;[ἀντ. α.
592.2	εἰπέ μοι τᾷ μογερᾷ τίς ὤν,
595	τίς ἄρα μ’, ὦ τάλας, [τὰν] ταλαίπωρον ὧδ’ ἔτυμα προσ‐
595.1	θροεῖς,
595.2	θεόσυτόν τε νόσον ὠνόμασας, ἃ
595.3	μαραίνει με χρίουσα κέντροισι φοιταλέοισιν;
595.4	ἓ ἕ·
595.5	σκιρτημάτων δὲ νήστισιν αἰκείαις
unit_190.1	λαβρόσυτος ἦλθον, 〈Ἥρασ〉
unit_190.2	ἐπικότοισι μήδεσι δαμεῖσα. δυσ‐
unit_190.3	δαιμόνων δὲ τίνες οἵ, ἓ ἕ,
unit_190.4	οἷ’ ἐγὼ μογοῦσιν;
unit_190.5	ἀλλά μοι τορῶς
605.1	τέκμηρον ὅ τι μ’ ἐπαμμένει
605.2	παθεῖν· τί μῆχαρ, ἢ τί φάρμακον νόσου;
605.3	δεῖξον, εἴπερ οἶσθα·
unit_192.1	θρόει, φράζε τᾷ δυσπλάνῳ παρθένῳ.
unit_192.2	Πρ.λέξω τορῶς σοι πᾶν ὅπερ χρῄζεις μαθεῖν,
610.1	οὐκ ἐμπλέκων αἰνίγματ’, ἀλλ’ ἁπλῷ λόγῳ,
610.2	ὥσπερ δίκαιον πρὸς φίλους οἴγειν στόμα.
610.3	πυρὸς βροτοῖς δοτῆρ’ ὁρᾷς Προμηθέα.
610.4	Ιω.ὦ κοινὸν ὠφέλημα θνητοῖσιν φανείς,
610.5	τλῆμον Προμηθεῦ, τοῦ δίκην πάσχεις τάδε;
615.1	Πρ.ἁρμοῖ πέπαυμαι τοὺς ἐμοὺς θρηνῶν πόνους.
615.2	Ιω.οὔκουν πόροις ἂν τήνδε δωρειὰν ἐμοί;
615.3	Πρ.λέγ’ ἥντιν’ αἰτεῖ· πᾶν γὰρ ἂν πύθοιό μου.
615.4	Ιω.σήμηνον ὅστις ἐν φάραγγί ς’ ὤχμασεν.
615.5	Πρ.βούλευμα μὲν τὸ Δῖον, Ἡφαίστου δὲ χείρ.
620.1	Ιω.ποινὰς δὲ ποίων ἀμπλακημάτων τίνεις;
620.2	Πρ.τοσοῦτον ἀρκῶ σοι σαφηνίσας μόνον.
620.3	Ιω.καὶ πρός γε τούτοις τέρμα τῆς ἐμῆς πλάνης
620.4	δεῖξον, τίς ἔσται τῇ ταλαιπώρῳ χρόνος.
620.5	Πρ.τὸ μὴ μαθεῖν σοι κρεῖσσον ἢ μαθεῖν τάδε.
625.1	Ιω.μήτοι με κρύψῃς τοῦθ’ ὅπερ μέλλω παθεῖν.
625.2	Πρ.ἀλλ’ οὐ μεγαίρω τοῦδέ σοι δωρήματος.
625.3	Ιω.τί δῆτα μέλλεις μὴ οὐ γεγωνίσκειν τὸ πᾶν;
625.4	Πρ.φθόνος μὲν οὐδείς, σὰς δ’ ὀκνῶ θράξαι φρένας.
625.5	Ιω.μή μου προκήδου μᾶσσον ὧν ἐμοὶ γλυκύ.
630.1	Πρ.ἐπεὶ προθυμῇ, χρὴ λέγειν· ἄκουε δή.
630.2	Χο.μήπω γε· μοῖραν δ’ ἡδονῆς κἀμοὶ πόρε.
630.3	τὴν τῆσδε πρῶτον ἱστορήσωμεν νόσον,
630.4	αὐτῆς λεγούσης τὰς πολυφθόρους τύχας·
630.5	τὰ λοιπὰ δ’ ἄθλων σοῦ διδαχθήτω πάρα.
635.1	Πρ.σὸν ἔργον, Ἰοῖ, ταῖσδ’ ὑπουργῆσαι χάριν,
635.2	ἄλλως τε πάντως καὶ κασιγνήταις πατρός.
635.3	ὡς τἀποκλαῦσαι κἀποδύρασθαι τύχας
635.4	ἐνταῦθ’, ὅπου μέλλοι τις οἴσεσθαι δάκρυ
635.5	πρὸς τῶν κλυόντων, ἀξίαν τριβὴν ἔχει.
640.1	Ιω.οὐκ οἶδ’ ὅπως ὑμῖν ἀπιστῆσαί με χρή,
640.2	σαφεῖ δὲ μύθῳ πᾶν ὅπερ προσχρῄζετε
640.3	πεύσεσθε· καίτοι καὶ λέγους’ αἰσχύνομαι
640.4	θεόσσυτον χειμῶνα καὶ διαφθορὰν
640.5	μορφῆς, ὅθεν μοι σχετλίᾳ προσέπτατο.
645.1	αἰεὶ γὰρ ὄψεις ἔννυχοι πωλεύμεναι
645.2	ἐς παρθενῶνας τοὺς ἐμοὺς παρηγόρουν
645.3	λείοισι μύθοις ‘Ὦ μέγ’ εὔδαιμον κόρη,
645.4	τί παρθενεύῃ δαρόν, ἐξόν σοι γάμου
645.5	τυχεῖν μεγίστου; Ζεὺς γὰρ ἱμέρου βέλει
unit_201.1	πρὸς σοῦ τέθαλπται καὶ συναίρεσθαι Κύπριν
unit_201.2	θέλει· σὺ δ’, ὦ παῖ, μὴ ’πολακτίσῃς λέχος
unit_201.3	τὸ Ζηνός, ἀλλ’ ἔξελθε πρὸς Λέρνης βαθὺν
unit_201.4	λειμῶνα, ποίμνας βουστάσεις τε πρὸς πατρός,
unit_201.5	ὡς ἂν τὸ Δῖον ὄμμα λωφήσῃ πόθου.‘
655.1	τοιοῖσδε πάσας εὐφρόνας ὀνείρασι
655.2	ξυνειχόμην δύστηνος, ἔστε δὴ πατρὶ
655.3	ἔτλην γεγωνεῖν νυκτίφοιτ’ ὀνείρατα.
